First point of data acquisition:
2024-07-29, 17:32:26
Sample n. 3, Corrosion current -10mV/microAmpere. 
3.871,2.847,2024-07-30 00:04:31
3.427,2.980,2024-07-30 00:04:32
3.430,2.977,2024-07-30 00:04:32
3.322,2.912,2024-07-30 00:04:33
3.333,2.904,2024-07-30 00:04:33
3.272,2.857,2024-07-30 00:04:34
3.465,2.949,2024-07-30 00:15:54
3.466,2.954,2024-07-30 00:15:54
3.466,2.956,2024-07-30 00:15:55
3.858,2.853,2024-07-30 00:15:55
3.859,2.854,2024-07-30 00:15:56
3.857,2.854,2024-07-30 00:15:56
3.857,2.855,2024-07-30 00:15:57
3.858,2.856,2024-07-30 00:15:57
3.474,2.955,2024-07-30 00:15:58
3.474,2.953,2024-07-30 00:15:58
3.476,2.951,2024-07-30 00:15:59
3.851,2.860,2024-07-30 00:15:59
3.851,2.861,2024-07-30 00:16:00
3.849,2.861,2024-07-30 00:16:00
3.483,2.942,2024-07-30 00:16:01
3.482,2.940,2024-07-30 00:16:01
3.486,2.937,2024-07-30 00:16:02
3.486,2.938,2024-07-30 00:16:02
3.843,2.865,2024-07-30 00:16:03
3.638,2.609,2024-07-30 00:27:23
3.622,2.606,2024-07-30 00:27:24
3.566,2.563,2024-07-30 00:27:24
3.075,2.734,2024-07-30 00:27:25
3.067,2.715,2024-07-30 00:27:25
3.027,2.687,2024-07-30 00:27:26
3.659,2.621,2024-07-30 00:27:26
3.642,2.626,2024-07-30 00:27:27
3.683,2.672,2024-07-30 00:27:27
3.359,2.918,2024-07-30 00:27:28
3.268,2.854,2024-07-30 00:27:28
3.296,2.896,2024-07-30 00:27:29
3.356,2.924,2024-07-30 00:27:29
3.297,2.900,2024-07-30 00:27:30
3.837,2.778,2024-07-30 00:27:30
3.860,2.813,2024-07-30 00:27:31
3.881,2.834,2024-07-30 00:27:31
3.432,2.981,2024-07-30 00:27:32
3.442,2.976,2024-07-30 00:27:32
3.444,2.894,2024-07-30 00:38:53
3.461,2.880,2024-07-30 00:38:53
3.482,2.861,2024-07-30 00:38:54
3.497,2.851,2024-07-30 00:38:54
3.756,2.873,2024-07-30 00:38:55
3.722,2.874,2024-07-30 00:38:55
3.687,2.880,2024-07-30 00:38:56
3.625,2.617,2024-07-30 00:38:56
3.584,2.575,2024-07-30 00:38:57
3.601,2.588,2024-07-30 00:38:57
3.054,2.699,2024-07-30 00:38:58
3.145,2.756,2024-07-30 00:38:58
3.084,2.738,2024-07-30 00:38:59
3.605,2.594,2024-07-30 00:38:59
3.619,2.593,2024-07-30 00:39:00
3.715,2.684,2024-07-30 00:39:00
3.729,2.677,2024-07-30 00:39:01
3.389,2.925,2024-07-30 00:39:01
3.251,2.857,2024-07-30 00:39:02
3.877,2.870,2024-07-30 00:50:22
3.870,2.874,2024-07-30 00:50:22
3.863,2.875,2024-07-30 00:50:23
3.857,2.876,2024-07-30 00:50:23
3.834,2.876,2024-07-30 00:50:24
3.821,2.877,2024-07-30 00:50:24
3.812,2.877,2024-07-30 00:50:25
3.801,2.876,2024-07-30 00:50:25
3.790,2.875,2024-07-30 00:50:26
3.777,2.874,2024-07-30 00:50:26
3.754,2.874,2024-07-30 00:50:27
3.739,2.874,2024-07-30 00:50:27
3.725,2.876,2024-07-30 00:50:28
3.708,2.877,2024-07-30 00:50:28
3.692,2.879,2024-07-30 00:50:29
3.605,2.838,2024-07-30 00:50:29
3.686,2.659,2024-07-30 00:50:30
3.677,2.627,2024-07-30 00:50:31
3.673,2.640,2024-07-30 00:50:31
3.056,2.707,2024-07-30 01:01:51
3.096,2.740,2024-07-30 01:01:52
3.181,2.791,2024-07-30 01:01:52
3.655,2.638,2024-07-30 01:01:53
3.767,2.740,2024-07-30 01:01:53
3.820,2.789,2024-07-30 01:01:54
3.300,2.871,2024-07-30 01:01:54
3.217,2.847,2024-07-30 01:01:55
3.150,2.804,2024-07-30 01:01:55
3.292,2.873,2024-07-30 01:01:56
3.261,2.871,2024-07-30 01:01:56
3.217,2.838,2024-07-30 01:01:57
3.271,2.879,2024-07-30 01:01:57
3.829,2.774,2024-07-30 01:01:58
3.849,2.794,2024-07-30 01:01:58
3.859,2.808,2024-07-30 01:01:59
3.429,2.975,2024-07-30 01:01:59
3.433,2.977,2024-07-30 01:02:00
3.422,2.981,2024-07-30 01:02:00
3.878,2.832,2024-07-30 01:13:21
3.873,2.841,2024-07-30 01:13:21
3.871,2.842,2024-07-30 01:13:22
3.872,2.847,2024-07-30 01:13:22
3.451,2.972,2024-07-30 01:13:23
3.458,2.969,2024-07-30 01:13:23
3.462,2.966,2024-07-30 01:13:24
3.467,2.962,2024-07-30 01:13:24
3.857,2.859,2024-07-30 01:13:25
3.854,2.860,2024-07-30 01:13:25
3.850,2.863,2024-07-30 01:13:26
3.486,2.942,2024-07-30 01:13:26
3.487,2.937,2024-07-30 01:13:27
3.474,2.928,2024-07-30 01:13:27
3.887,2.879,2024-07-30 01:13:28
3.881,2.880,2024-07-30 01:13:28
3.870,2.879,2024-07-30 01:13:29
3.860,2.880,2024-07-30 01:13:29
3.466,2.885,2024-07-30 01:13:30
3.831,2.880,2024-07-30 01:13:30
3.827,2.771,2024-07-30 01:24:51
3.849,2.782,2024-07-30 01:24:52
3.861,2.791,2024-07-30 01:24:52
3.886,2.832,2024-07-30 01:24:53
3.897,2.848,2024-07-30 01:24:53
3.900,2.842,2024-07-30 01:24:54
3.280,2.902,2024-07-30 01:24:54
3.416,2.970,2024-07-30 01:24:55
3.418,2.968,2024-07-30 01:24:55
3.422,2.965,2024-07-30 01:24:56
3.897,2.863,2024-07-30 01:24:56
3.893,2.865,2024-07-30 01:24:57
3.436,2.953,2024-07-30 01:24:57
3.440,2.947,2024-07-30 01:24:58
3.447,2.939,2024-07-30 01:24:58
3.881,2.880,2024-07-30 01:24:59
3.877,2.882,2024-07-30 01:24:59
3.936,2.902,2024-07-30 01:25:00
3.420,2.885,2024-07-30 01:25:00
3.114,2.739,2024-07-30 01:36:21
3.128,2.763,2024-07-30 01:36:21
3.156,2.769,2024-07-30 01:36:22
3.641,2.611,2024-07-30 01:36:22
3.646,2.619,2024-07-30 01:36:23
3.655,2.629,2024-07-30 01:36:23
3.082,2.730,2024-07-30 01:36:24
3.131,2.754,2024-07-30 01:36:24
3.110,2.764,2024-07-30 01:36:25
3.772,2.725,2024-07-30 01:36:25
3.682,2.659,2024-07-30 01:36:26
3.771,2.719,2024-07-30 01:36:26
3.244,2.867,2024-07-30 01:36:27
3.232,2.856,2024-07-30 01:36:27
3.249,2.873,2024-07-30 01:36:28
3.313,2.909,2024-07-30 01:36:28
3.870,2.826,2024-07-30 01:36:29
3.874,2.827,2024-07-30 01:36:29
3.878,2.839,2024-07-30 01:36:30
3.620,2.616,2024-07-30 01:47:50
3.620,2.602,2024-07-30 01:47:50
3.563,2.561,2024-07-30 01:47:51
3.077,2.709,2024-07-30 01:47:51
2.971,2.647,2024-07-30 01:47:52
3.048,2.709,2024-07-30 01:47:52
3.598,2.586,2024-07-30 01:47:53
3.655,2.640,2024-07-30 01:47:53
3.619,2.607,2024-07-30 01:47:54
3.610,2.588,2024-07-30 01:47:54
3.636,2.617,2024-07-30 01:47:55
3.039,2.693,2024-07-30 01:47:55
3.007,2.672,2024-07-30 01:47:56
3.023,2.694,2024-07-30 01:47:56
3.098,2.723,2024-07-30 01:47:57
3.703,2.668,2024-07-30 01:47:57
3.628,2.602,2024-07-30 01:47:58
3.724,2.694,2024-07-30 01:47:58
3.722,2.693,2024-07-30 01:47:59
3.481,2.925,2024-07-30 01:59:19
3.485,2.931,2024-07-30 01:59:20
3.485,2.936,2024-07-30 01:59:20
3.846,2.866,2024-07-30 01:59:21
3.845,2.866,2024-07-30 01:59:21
3.845,2.866,2024-07-30 01:59:22
3.486,2.935,2024-07-30 01:59:22
3.481,2.930,2024-07-30 01:59:23
3.444,2.915,2024-07-30 01:59:23
3.448,2.909,2024-07-30 01:59:24
3.870,2.881,2024-07-30 01:59:24
3.859,2.879,2024-07-30 01:59:25
3.832,2.880,2024-07-30 01:59:25
3.483,2.867,2024-07-30 01:59:26
3.491,2.861,2024-07-30 01:59:26
3.496,2.858,2024-07-30 01:59:27
3.785,2.878,2024-07-30 01:59:27
3.765,2.877,2024-07-30 01:59:28
3.748,2.875,2024-07-30 01:59:28
3.595,2.573,2024-07-30 02:10:49
3.687,2.657,2024-07-30 02:10:50
3.577,2.588,2024-07-30 02:10:50
3.611,2.603,2024-07-30 02:10:51
3.011,2.684,2024-07-30 02:10:51
2.969,2.660,2024-07-30 02:10:52
3.064,2.698,2024-07-30 02:10:52
3.069,2.723,2024-07-30 02:10:53
3.740,2.708,2024-07-30 02:10:53
3.788,2.761,2024-07-30 02:10:54
3.792,2.750,2024-07-30 02:10:55
3.836,2.797,2024-07-30 02:10:55
3.355,2.926,2024-07-30 02:10:56
3.306,2.910,2024-07-30 02:10:56
3.371,2.949,2024-07-30 02:10:57
3.440,2.982,2024-07-30 02:10:57
3.441,2.979,2024-07-30 02:10:58
3.874,2.852,2024-07-30 02:10:58
3.866,2.857,2024-07-30 02:10:59
3.118,2.742,2024-07-30 02:22:19
3.295,2.851,2024-07-30 02:22:20
3.349,2.910,2024-07-30 02:22:20
3.283,2.883,2024-07-30 02:22:21
3.749,2.690,2024-07-30 02:22:21
3.698,2.665,2024-07-30 02:22:22
3.724,2.686,2024-07-30 02:22:22
3.833,2.795,2024-07-30 02:22:23
3.836,2.802,2024-07-30 02:22:23
3.236,2.838,2024-07-30 02:22:24
3.246,2.850,2024-07-30 02:22:24
3.294,2.882,2024-07-30 02:22:25
3.788,2.738,2024-07-30 02:22:25
3.838,2.795,2024-07-30 02:22:26
3.791,2.745,2024-07-30 02:22:26
3.796,2.742,2024-07-30 02:22:27
3.324,2.918,2024-07-30 02:22:27
3.226,2.850,2024-07-30 02:22:28
3.845,2.805,2024-07-30 02:22:28
3.236,2.855,2024-07-30 02:22:29
3.308,2.862,2024-07-30 02:33:49
3.194,2.837,2024-07-30 02:33:50
3.335,2.904,2024-07-30 02:33:50
3.364,2.921,2024-07-30 02:33:51
3.802,2.754,2024-07-30 02:33:51
3.834,2.779,2024-07-30 02:33:52
3.869,2.821,2024-07-30 02:33:52
3.886,2.839,2024-07-30 02:33:53
3.441,2.979,2024-07-30 02:33:53
3.450,2.975,2024-07-30 02:33:54
3.461,2.968,2024-07-30 02:33:54
3.859,2.861,2024-07-30 02:33:55
3.850,2.865,2024-07-30 02:33:55
3.852,2.871,2024-07-30 02:33:56
3.452,2.903,2024-07-30 02:33:56
3.476,2.874,2024-07-30 02:33:57
3.492,2.864,2024-07-30 02:33:57
3.510,2.851,2024-07-30 02:33:58
3.737,2.877,2024-07-30 02:33:58
3.863,2.873,2024-07-30 02:45:19
3.867,2.878,2024-07-30 02:45:19
3.869,2.878,2024-07-30 02:45:20
3.873,2.878,2024-07-30 02:45:20
3.447,2.904,2024-07-30 02:45:21
3.449,2.909,2024-07-30 02:45:21
3.447,2.910,2024-07-30 02:45:22
3.443,2.915,2024-07-30 02:45:22
3.454,2.923,2024-07-30 02:45:23
3.844,2.869,2024-07-30 02:45:23
3.844,2.868,2024-07-30 02:45:24
3.844,2.867,2024-07-30 02:45:24
3.845,2.867,2024-07-30 02:45:25
3.848,2.866,2024-07-30 02:45:25
3.484,2.948,2024-07-30 02:45:26
3.484,2.950,2024-07-30 02:45:26
3.482,2.949,2024-07-30 02:45:27
3.851,2.864,2024-07-30 02:45:27
3.849,2.864,2024-07-30 02:45:28
3.152,2.761,2024-07-30 02:56:49
3.193,2.794,2024-07-30 02:56:49
3.092,2.734,2024-07-30 02:56:50
3.642,2.616,2024-07-30 02:56:50
3.653,2.622,2024-07-30 02:56:51
3.607,2.588,2024-07-30 02:56:51
3.682,2.650,2024-07-30 02:56:52
3.678,2.642,2024-07-30 02:56:52
3.237,2.830,2024-07-30 02:56:53
3.106,2.753,2024-07-30 02:56:53
3.372,2.918,2024-07-30 02:56:54
3.819,2.784,2024-07-30 02:56:54
3.718,2.671,2024-07-30 02:56:55
3.731,2.697,2024-07-30 02:56:55
3.211,2.836,2024-07-30 02:56:56
3.370,2.940,2024-07-30 02:56:56
3.356,2.929,2024-07-30 02:56:57
3.339,2.930,2024-07-30 02:56:57
3.862,2.811,2024-07-30 02:56:58
3.876,2.832,2024-07-30 03:08:18
3.881,2.837,2024-07-30 03:08:19
3.872,2.838,2024-07-30 03:08:19
3.398,2.964,2024-07-30 03:08:20
3.318,2.911,2024-07-30 03:08:20
3.277,2.898,2024-07-30 03:08:21
3.265,2.882,2024-07-30 03:08:21
3.847,2.791,2024-07-30 03:08:22
3.829,2.772,2024-07-30 03:08:22
3.822,2.767,2024-07-30 03:08:23
3.333,2.918,2024-07-30 03:08:23
3.355,2.936,2024-07-30 03:08:24
3.338,2.928,2024-07-30 03:08:24
3.254,2.880,2024-07-30 03:08:25
3.844,2.793,2024-07-30 03:08:25
3.847,2.800,2024-07-30 03:08:26
3.811,2.755,2024-07-30 03:08:26
3.836,2.790,2024-07-30 03:08:27
3.290,2.891,2024-07-30 03:08:27
3.483,2.856,2024-07-30 03:19:48
3.490,2.855,2024-07-30 03:19:49
3.498,2.853,2024-07-30 03:19:49
3.504,2.851,2024-07-30 03:19:50
3.765,2.875,2024-07-30 03:19:50
3.755,2.876,2024-07-30 03:19:51
3.742,2.876,2024-07-30 03:19:51
3.738,2.879,2024-07-30 03:19:52
3.722,2.877,2024-07-30 03:19:52
3.562,2.841,2024-07-30 03:19:53
3.569,2.841,2024-07-30 03:19:53
3.577,2.841,2024-07-30 03:19:54
3.693,2.881,2024-07-30 03:19:54
3.683,2.884,2024-07-30 03:19:55
3.677,2.887,2024-07-30 03:19:55
3.639,2.912,2024-07-30 03:19:56
3.798,2.819,2024-07-30 03:19:56
3.667,2.637,2024-07-30 03:19:57
3.611,2.609,2024-07-30 03:19:57
3.394,2.883,2024-07-30 03:31:18
3.418,2.879,2024-07-30 03:31:18
3.431,2.870,2024-07-30 03:31:19
3.454,2.855,2024-07-30 03:31:19
3.833,2.890,2024-07-30 03:31:20
3.818,2.889,2024-07-30 03:31:20
3.801,2.887,2024-07-30 03:31:21
3.503,2.839,2024-07-30 03:31:21
3.522,2.836,2024-07-30 03:31:22
3.535,2.833,2024-07-30 03:31:22
3.554,2.834,2024-07-30 03:31:23
3.712,2.890,2024-07-30 03:31:23
3.700,2.893,2024-07-30 03:31:24
3.676,2.904,2024-07-30 03:31:24
3.665,2.654,2024-07-30 03:31:25
3.679,2.647,2024-07-30 03:31:25
3.634,2.631,2024-07-30 03:31:26
3.158,2.775,2024-07-30 03:31:26
3.032,2.693,2024-07-30 03:31:27
3.696,2.657,2024-07-30 03:42:47
3.714,2.686,2024-07-30 03:42:48
3.046,2.698,2024-07-30 03:42:48
2.998,2.673,2024-07-30 03:42:49
3.056,2.716,2024-07-30 03:42:49
3.692,2.659,2024-07-30 03:42:50
3.761,2.733,2024-07-30 03:42:50
3.679,2.652,2024-07-30 03:42:51
3.398,2.943,2024-07-30 03:42:51
3.265,2.863,2024-07-30 03:42:52
3.326,2.916,2024-07-30 03:42:52
3.336,2.922,2024-07-30 03:42:53
3.834,2.774,2024-07-30 03:42:53
3.864,2.819,2024-07-30 03:42:54
3.876,2.837,2024-07-30 03:42:54
3.437,2.985,2024-07-30 03:42:55
3.424,2.970,2024-07-30 03:42:55
3.442,2.983,2024-07-30 03:42:56
3.875,2.849,2024-07-30 03:42:56
3.100,2.753,2024-07-30 03:54:17
3.247,2.833,2024-07-30 03:54:18
3.198,2.819,2024-07-30 03:54:18
3.156,2.816,2024-07-30 03:54:19
3.837,2.795,2024-07-30 03:54:19
3.799,2.748,2024-07-30 03:54:20
3.838,2.788,2024-07-30 03:54:20
3.306,2.906,2024-07-30 03:54:21
3.316,2.915,2024-07-30 03:54:21
3.395,2.972,2024-07-30 03:54:22
3.334,2.921,2024-07-30 03:54:22
3.879,2.838,2024-07-30 03:54:23
3.879,2.843,2024-07-30 03:54:23
3.881,2.842,2024-07-30 03:54:24
3.872,2.824,2024-07-30 03:54:24
3.844,2.797,2024-07-30 03:54:25
3.441,2.985,2024-07-30 03:54:25
3.440,2.984,2024-07-30 03:54:26
3.444,2.983,2024-07-30 03:54:26
3.008,2.666,2024-07-30 04:05:46
3.006,2.668,2024-07-30 04:05:47
3.108,2.748,2024-07-30 04:05:47
3.711,2.687,2024-07-30 04:05:48
3.597,2.592,2024-07-30 04:05:48
3.707,2.680,2024-07-30 04:05:49
3.072,2.725,2024-07-30 04:05:49
3.094,2.734,2024-07-30 04:05:50
3.019,2.684,2024-07-30 04:05:50
3.176,2.793,2024-07-30 04:05:51
3.607,2.589,2024-07-30 04:05:51
3.623,2.599,2024-07-30 04:05:52
3.600,2.587,2024-07-30 04:05:52
3.626,2.611,2024-07-30 04:05:53
3.705,2.679,2024-07-30 04:05:53
3.600,2.580,2024-07-30 04:05:54
3.696,2.667,2024-07-30 04:05:54
3.106,2.749,2024-07-30 04:05:55
3.022,2.689,2024-07-30 04:05:55
3.822,2.786,2024-07-30 04:17:16
3.756,2.698,2024-07-30 04:17:16
3.754,2.712,2024-07-30 04:17:17
3.150,2.799,2024-07-30 04:17:17
3.262,2.860,2024-07-30 04:17:18
3.087,2.732,2024-07-30 04:17:18
3.740,2.702,2024-07-30 04:17:19
3.643,2.625,2024-07-30 04:17:19
3.653,2.628,2024-07-30 04:17:20
3.606,2.581,2024-07-30 04:17:20
3.025,2.678,2024-07-30 04:17:21
3.089,2.742,2024-07-30 04:17:21
3.107,2.732,2024-07-30 04:17:22
3.071,2.730,2024-07-30 04:17:22
3.699,2.681,2024-07-30 04:17:23
3.721,2.687,2024-07-30 04:17:23
3.629,2.619,2024-07-30 04:17:24
3.712,2.679,2024-07-30 04:17:24
2.996,2.680,2024-07-30 04:17:25
3.854,2.915,2024-07-30 04:28:45
3.867,2.918,2024-07-30 04:28:45
3.881,2.921,2024-07-30 04:28:46
3.887,2.921,2024-07-30 04:28:46
3.894,2.923,2024-07-30 04:28:47
3.397,2.818,2024-07-30 04:28:47
3.399,2.820,2024-07-30 04:28:48
3.399,2.823,2024-07-30 04:28:48
3.396,2.823,2024-07-30 04:28:49
3.901,2.923,2024-07-30 04:28:49
3.905,2.925,2024-07-30 04:28:50
3.901,2.922,2024-07-30 04:28:50
3.901,2.923,2024-07-30 04:28:51
3.901,2.924,2024-07-30 04:28:51
3.399,2.820,2024-07-30 04:28:52
3.398,2.820,2024-07-30 04:28:52
3.403,2.821,2024-07-30 04:28:53
3.896,2.925,2024-07-30 04:28:53
3.896,2.925,2024-07-30 04:28:54
3.601,2.594,2024-07-30 04:40:15
3.593,2.589,2024-07-30 04:40:15
3.565,2.563,2024-07-30 04:40:16
3.116,2.731,2024-07-30 04:40:16
3.061,2.719,2024-07-30 04:40:17
3.041,2.698,2024-07-30 04:40:17
3.650,2.643,2024-07-30 04:40:18
3.584,2.594,2024-07-30 04:40:18
3.588,2.595,2024-07-30 04:40:19
3.629,2.623,2024-07-30 04:40:19
3.670,2.668,2024-07-30 04:40:20
3.118,2.753,2024-07-30 04:40:20
3.141,2.763,2024-07-30 04:40:21
3.024,2.671,2024-07-30 04:40:21
3.685,2.671,2024-07-30 04:40:22
3.545,2.567,2024-07-30 04:40:22
3.577,2.585,2024-07-30 04:40:23
3.063,2.709,2024-07-30 04:40:23
3.151,2.763,2024-07-30 04:40:24
3.684,2.673,2024-07-30 04:51:45
3.724,2.731,2024-07-30 04:51:45
3.633,2.635,2024-07-30 04:51:46
3.694,2.690,2024-07-30 04:51:46
3.299,2.861,2024-07-30 04:51:47
3.114,2.744,2024-07-30 04:51:47
3.102,2.731,2024-07-30 04:51:48
3.275,2.847,2024-07-30 04:51:48
3.652,2.651,2024-07-30 04:51:49
3.681,2.680,2024-07-30 04:51:49
3.238,2.832,2024-07-30 04:51:50
3.208,2.806,2024-07-30 04:51:50
3.173,2.777,2024-07-30 04:51:51
3.165,2.782,2024-07-30 04:51:51
3.661,2.630,2024-07-30 04:51:52
3.664,2.640,2024-07-30 04:51:52
3.718,2.689,2024-07-30 04:51:53
3.677,2.660,2024-07-30 04:51:53
3.121,2.764,2024-07-30 04:51:54
3.447,2.974,2024-07-30 05:03:14
3.460,2.970,2024-07-30 05:03:15
3.469,2.965,2024-07-30 05:03:15
3.853,2.862,2024-07-30 05:03:16
3.846,2.867,2024-07-30 05:03:16
3.461,2.927,2024-07-30 05:03:17
3.457,2.904,2024-07-30 05:03:17
3.467,2.891,2024-07-30 05:03:18
3.486,2.869,2024-07-30 05:03:18
3.499,2.861,2024-07-30 05:03:19
3.772,2.880,2024-07-30 05:03:19
3.746,2.878,2024-07-30 05:03:20
3.719,2.880,2024-07-30 05:03:20
3.695,2.884,2024-07-30 05:03:21
3.757,2.833,2024-07-30 05:03:21
3.675,2.650,2024-07-30 05:03:22
3.651,2.634,2024-07-30 05:03:22
3.602,2.592,2024-07-30 05:03:23
3.617,2.597,2024-07-30 05:03:23
3.447,2.941,2024-07-30 05:14:44
3.447,2.959,2024-07-30 05:14:45
3.441,2.970,2024-07-30 05:14:45
3.440,2.979,2024-07-30 05:14:46
3.881,2.846,2024-07-30 05:14:46
3.875,2.843,2024-07-30 05:14:47
3.848,2.793,2024-07-30 05:14:47
3.294,2.893,2024-07-30 05:14:48
3.331,2.916,2024-07-30 05:14:48
3.384,2.941,2024-07-30 05:14:49
3.754,2.737,2024-07-30 05:14:49
3.759,2.725,2024-07-30 05:14:50
3.779,2.756,2024-07-30 05:14:50
3.677,2.671,2024-07-30 05:14:51
3.744,2.723,2024-07-30 05:14:51
3.207,2.818,2024-07-30 05:14:52
3.166,2.781,2024-07-30 05:14:52
3.109,2.743,2024-07-30 05:14:53
3.024,2.687,2024-07-30 05:14:53
3.888,2.920,2024-07-30 05:26:13
3.868,2.922,2024-07-30 05:26:14
3.434,2.796,2024-07-30 05:26:14
3.455,2.793,2024-07-30 05:26:15
3.478,2.790,2024-07-30 05:26:15
3.758,2.973,2024-07-30 05:26:16
3.134,2.717,2024-07-30 05:26:16
3.207,2.779,2024-07-30 05:26:17
3.289,2.824,2024-07-30 05:26:17
3.501,2.538,2024-07-30 05:26:18
3.463,2.520,2024-07-30 05:26:18
3.562,2.608,2024-07-30 05:26:19
3.603,2.637,2024-07-30 05:26:19
3.318,2.858,2024-07-30 05:26:20
3.196,2.800,2024-07-30 05:26:20
3.300,2.838,2024-07-30 05:26:21
3.498,2.545,2024-07-30 05:26:21
3.511,2.566,2024-07-30 05:26:22
3.511,2.552,2024-07-30 05:26:22
3.121,2.763,2024-07-30 05:37:43
3.154,2.779,2024-07-30 05:37:43
3.377,2.911,2024-07-30 05:37:44
3.654,2.649,2024-07-30 05:37:44
3.772,2.773,2024-07-30 05:37:45
3.650,2.647,2024-07-30 05:37:45
3.637,2.641,2024-07-30 05:37:46
3.112,2.743,2024-07-30 05:37:46
3.135,2.753,2024-07-30 05:37:47
3.084,2.723,2024-07-30 05:37:47
3.591,2.601,2024-07-30 05:37:48
3.630,2.638,2024-07-30 05:37:48
3.630,2.632,2024-07-30 05:37:49
3.164,2.764,2024-07-30 05:37:49
3.163,2.767,2024-07-30 05:37:50
3.087,2.727,2024-07-30 05:37:50
3.546,2.566,2024-07-30 05:37:51
3.535,2.559,2024-07-30 05:37:51
3.540,2.553,2024-07-30 05:37:52
3.482,3.001,2024-07-30 05:49:12
3.484,3.006,2024-07-30 05:49:13
3.441,2.992,2024-07-30 05:49:13
3.393,2.958,2024-07-30 05:49:14
3.396,2.955,2024-07-30 05:49:14
3.408,2.964,2024-07-30 05:49:15
3.781,2.761,2024-07-30 05:49:15
3.768,2.752,2024-07-30 05:49:16
3.733,2.716,2024-07-30 05:49:16
3.321,2.902,2024-07-30 05:49:17
3.387,2.945,2024-07-30 05:49:17
3.343,2.911,2024-07-30 05:49:18
3.380,2.932,2024-07-30 05:49:18
3.383,2.933,2024-07-30 05:49:19
3.749,2.761,2024-07-30 05:49:19
3.675,2.684,2024-07-30 05:49:20
3.155,2.782,2024-07-30 05:49:20
3.354,2.913,2024-07-30 05:49:21
3.341,2.907,2024-07-30 05:49:21
3.816,2.820,2024-07-30 06:00:42
3.821,2.827,2024-07-30 06:00:42
3.822,2.833,2024-07-30 06:00:43
3.505,2.987,2024-07-30 06:00:43
3.503,2.978,2024-07-30 06:00:44
3.504,2.967,2024-07-30 06:00:44
3.840,2.864,2024-07-30 06:00:45
3.849,2.874,2024-07-30 06:00:45
3.958,2.918,2024-07-30 06:00:46
3.948,2.923,2024-07-30 06:00:46
3.928,2.926,2024-07-30 06:00:47
3.395,2.825,2024-07-30 06:00:47
3.405,2.816,2024-07-30 06:00:48
3.418,2.806,2024-07-30 06:00:48
3.438,2.799,2024-07-30 06:00:49
3.462,2.793,2024-07-30 06:00:49
3.797,2.944,2024-07-30 06:00:50
3.294,2.825,2024-07-30 06:00:50
3.219,2.786,2024-07-30 06:00:51
3.892,2.917,2024-07-30 06:12:11
3.913,2.923,2024-07-30 06:12:11
3.945,2.924,2024-07-30 06:12:12
3.964,2.926,2024-07-30 06:12:12
3.416,2.901,2024-07-30 06:12:13
3.481,2.936,2024-07-30 06:12:13
3.481,2.951,2024-07-30 06:12:14
3.490,2.967,2024-07-30 06:12:14
3.485,2.979,2024-07-30 06:12:15
3.838,2.841,2024-07-30 06:12:15
3.844,2.838,2024-07-30 06:12:16
3.843,2.834,2024-07-30 06:12:16
3.846,2.830,2024-07-30 06:12:17
3.845,2.822,2024-07-30 06:12:18
3.818,2.799,2024-07-30 06:12:18
3.369,2.946,2024-07-30 06:12:19
3.386,2.952,2024-07-30 06:12:19
3.400,2.956,2024-07-30 06:12:20
3.330,2.912,2024-07-30 06:12:20
3.499,2.960,2024-07-30 06:23:40
3.500,2.956,2024-07-30 06:23:41
3.498,2.949,2024-07-30 06:23:41
3.488,2.942,2024-07-30 06:23:42
3.851,2.878,2024-07-30 06:23:42
3.963,2.919,2024-07-30 06:23:43
3.958,2.922,2024-07-30 06:23:43
3.378,2.865,2024-07-30 06:23:44
3.381,2.859,2024-07-30 06:23:44
3.385,2.845,2024-07-30 06:23:45
3.920,2.927,2024-07-30 06:23:45
3.914,2.928,2024-07-30 06:23:46
3.909,2.928,2024-07-30 06:23:46
3.907,2.929,2024-07-30 06:23:47
3.400,2.819,2024-07-30 06:23:47
3.408,2.814,2024-07-30 06:23:48
3.880,2.928,2024-07-30 06:23:48
3.870,2.929,2024-07-30 06:23:49
3.857,2.929,2024-07-30 06:23:49
3.671,2.689,2024-07-30 06:35:10
3.599,2.651,2024-07-30 06:35:11
3.607,2.653,2024-07-30 06:35:11
3.550,2.599,2024-07-30 06:35:12
3.267,2.830,2024-07-30 06:35:12
3.166,2.749,2024-07-30 06:35:13
3.166,2.753,2024-07-30 06:35:13
3.423,2.493,2024-07-30 06:35:14
3.431,2.493,2024-07-30 06:35:14
3.523,2.561,2024-07-30 06:35:15
3.273,2.823,2024-07-30 06:35:15
3.300,2.841,2024-07-30 06:35:16
3.379,2.903,2024-07-30 06:35:16
3.620,2.652,2024-07-30 06:35:17
3.566,2.600,2024-07-30 06:35:17
3.463,2.532,2024-07-30 06:35:18
3.115,2.722,2024-07-30 06:35:18
3.143,2.734,2024-07-30 06:35:19
3.285,2.846,2024-07-30 06:35:19
3.821,2.839,2024-07-30 06:46:40
3.825,2.845,2024-07-30 06:46:40
3.826,2.846,2024-07-30 06:46:41
3.508,2.975,2024-07-30 06:46:41
3.509,2.972,2024-07-30 06:46:42
3.508,2.970,2024-07-30 06:46:42
3.507,2.968,2024-07-30 06:46:43
3.503,2.961,2024-07-30 06:46:43
3.833,2.862,2024-07-30 06:46:44
3.837,2.864,2024-07-30 06:46:44
