First point of data acquisition:
2024-07-29, 17:32:26
Sample n. 2, Potential measurament V. 
-7.528,4.363,2024-07-29 23:52:06
7.726,4.340,2024-07-30 00:03:27
7.754,4.264,2024-07-30 00:03:28
7.469,4.377,2024-07-30 00:03:28
7.098,4.389,2024-07-30 00:03:29
7.021,4.246,2024-07-30 00:03:29
6.503,4.355,2024-07-30 00:03:30
6.283,4.198,2024-07-30 00:03:30
6.004,4.177,2024-07-30 00:03:31
5.614,4.091,2024-07-30 00:03:31
-0.626,4.174,2024-07-30 00:03:32
0.465,4.227,2024-07-30 00:03:32
1.089,4.391,2024-07-30 00:03:33
1.633,4.357,2024-07-30 00:03:33
2.356,4.320,2024-07-30 00:03:34
2.890,4.286,2024-07-30 00:03:34
3.388,4.360,2024-07-30 00:03:35
3.908,4.281,2024-07-30 00:03:35
-6.376,4.185,2024-07-30 00:03:36
-7.075,4.245,2024-07-30 00:03:36
-8.573,4.454,2024-07-30 00:14:56
-8.824,4.454,2024-07-30 00:14:56
-9.168,4.454,2024-07-30 00:14:57
7.891,4.453,2024-07-30 00:14:57
8.240,4.453,2024-07-30 00:14:58
8.603,4.452,2024-07-30 00:14:58
8.989,4.452,2024-07-30 00:14:59
-10.000,4.456,2024-07-30 00:15:00
-10.000,4.456,2024-07-30 00:15:00
-10.000,4.457,2024-07-30 00:15:01
-10.000,4.457,2024-07-30 00:15:01
9.221,4.451,2024-07-30 00:15:02
9.347,4.451,2024-07-30 00:15:02
9.284,4.451,2024-07-30 00:15:03
9.086,4.451,2024-07-30 00:15:03
-10.000,4.457,2024-07-30 00:15:04
-10.000,4.453,2024-07-30 00:15:04
-9.855,4.449,2024-07-30 00:15:05
7.963,4.415,2024-07-30 00:15:05
-6.014,4.175,2024-07-30 00:26:25
-4.628,4.291,2024-07-30 00:26:26
-3.832,4.166,2024-07-30 00:26:26
1.274,4.298,2024-07-30 00:26:27
0.137,4.259,2024-07-30 00:26:27
-7.441,4.290,2024-07-30 00:26:28
-7.959,4.300,2024-07-30 00:26:28
6.863,4.346,2024-07-30 00:26:29
7.521,4.316,2024-07-30 00:26:29
7.886,4.371,2024-07-30 00:26:30
-9.959,4.434,2024-07-30 00:26:30
-10.000,4.458,2024-07-30 00:26:31
-10.000,4.457,2024-07-30 00:26:31
-10.000,4.457,2024-07-30 00:26:32
-10.000,4.457,2024-07-30 00:26:32
9.249,4.451,2024-07-30 00:26:33
9.293,4.452,2024-07-30 00:26:33
9.211,4.452,2024-07-30 00:26:34
-10.000,4.456,2024-07-30 00:26:34
-7.396,4.450,2024-07-30 00:37:55
-7.407,4.452,2024-07-30 00:37:55
5.800,4.455,2024-07-30 00:37:56
5.891,4.455,2024-07-30 00:37:56
5.930,4.454,2024-07-30 00:37:57
-7.566,4.453,2024-07-30 00:37:57
-7.604,4.454,2024-07-30 00:37:58
-7.626,4.453,2024-07-30 00:37:58
-7.545,4.453,2024-07-30 00:37:59
5.848,4.454,2024-07-30 00:37:59
5.563,4.456,2024-07-30 00:38:00
5.244,4.349,2024-07-30 00:38:00
-7.059,4.144,2024-07-30 00:38:01
-6.666,4.136,2024-07-30 00:38:01
-6.433,4.065,2024-07-30 00:38:02
-5.747,4.066,2024-07-30 00:38:02
3.616,4.324,2024-07-30 00:38:03
3.153,4.367,2024-07-30 00:38:03
2.734,4.200,2024-07-30 00:38:04
-9.028,4.455,2024-07-30 00:49:24
-8.875,4.454,2024-07-30 00:49:25
-8.742,4.455,2024-07-30 00:49:25
-8.545,4.455,2024-07-30 00:49:26
-8.365,4.455,2024-07-30 00:49:26
6.551,4.454,2024-07-30 00:49:27
6.392,4.454,2024-07-30 00:49:27
6.198,4.455,2024-07-30 00:49:28
5.919,4.455,2024-07-30 00:49:28
5.560,4.456,2024-07-30 00:49:29
-7.173,4.070,2024-07-30 00:49:29
4.938,4.237,2024-07-30 00:49:30
4.696,4.384,2024-07-30 00:49:30
4.439,4.252,2024-07-30 00:49:31
4.068,4.317,2024-07-30 00:49:31
-5.183,4.232,2024-07-30 00:49:32
-4.868,4.017,2024-07-30 00:49:32
-4.586,4.058,2024-07-30 00:49:33
-4.343,4.169,2024-07-30 00:49:33
-10.000,4.456,2024-07-30 01:00:53
-10.000,4.456,2024-07-30 01:00:54
-10.000,4.456,2024-07-30 01:00:54
-10.000,4.456,2024-07-30 01:00:55
9.159,4.453,2024-07-30 01:00:55
8.750,4.452,2024-07-30 01:00:56
8.713,4.452,2024-07-30 01:00:56
-10.000,4.455,2024-07-30 01:00:57
-10.000,4.455,2024-07-30 01:00:57
-9.911,4.454,2024-07-30 01:00:58
-9.652,4.455,2024-07-30 01:00:58
7.813,4.454,2024-07-30 01:00:59
7.453,4.453,2024-07-30 01:00:59
6.995,4.455,2024-07-30 01:01:00
6.533,4.454,2024-07-30 01:01:00
-7.658,4.453,2024-07-30 01:01:01
-7.220,4.078,2024-07-30 01:01:01
-6.591,4.249,2024-07-30 01:01:02
-5.564,4.192,2024-07-30 01:01:02
-10.000,4.457,2024-07-30 01:12:23
-10.000,4.456,2024-07-30 01:12:23
-10.000,4.456,2024-07-30 01:12:24
8.538,4.453,2024-07-30 01:12:24
7.954,4.453,2024-07-30 01:12:25
7.003,4.454,2024-07-30 01:12:25
-7.640,4.453,2024-07-30 01:12:26
-6.756,4.151,2024-07-30 01:12:26
-5.109,4.167,2024-07-30 01:12:27
-4.176,4.150,2024-07-30 01:12:27
1.474,4.394,2024-07-30 01:12:28
0.149,4.325,2024-07-30 01:12:28
-7.454,4.344,2024-07-30 01:12:29
-8.016,4.369,2024-07-30 01:12:29
6.895,4.438,2024-07-30 01:12:30
7.618,4.419,2024-07-30 01:12:30
7.912,4.413,2024-07-30 01:12:31
8.610,4.418,2024-07-30 01:12:31
-10.000,4.454,2024-07-30 01:12:32
4.682,4.236,2024-07-30 01:23:53
4.308,4.276,2024-07-30 01:23:53
3.813,4.342,2024-07-30 01:23:54
3.463,4.370,2024-07-30 01:23:54
3.097,4.382,2024-07-30 01:23:55
-4.198,4.013,2024-07-30 01:23:55
-3.765,4.020,2024-07-30 01:23:56
-3.211,4.130,2024-07-30 01:23:56
1.281,4.342,2024-07-30 01:23:57
0.802,4.292,2024-07-30 01:23:57
0.272,4.338,2024-07-30 01:23:58
-0.904,4.150,2024-07-30 01:23:58
5.654,4.079,2024-07-30 01:23:59
-7.550,4.269,2024-07-30 01:23:59
-7.818,4.335,2024-07-30 01:24:00
-7.972,4.413,2024-07-30 01:24:00
-8.067,4.426,2024-07-30 01:24:01
6.759,4.282,2024-07-30 01:24:01
6.823,4.395,2024-07-30 01:24:02
6.724,4.331,2024-07-30 01:35:23
6.785,4.448,2024-07-30 01:35:23
7.090,4.429,2024-07-30 01:35:24
7.513,4.396,2024-07-30 01:35:24
-9.385,4.402,2024-07-30 01:35:25
-9.556,4.417,2024-07-30 01:35:25
-9.594,4.440,2024-07-30 01:35:26
8.179,4.392,2024-07-30 01:35:26
8.377,4.435,2024-07-30 01:35:27
8.641,4.405,2024-07-30 01:35:27
-10.000,4.429,2024-07-30 01:35:28
-10.000,4.457,2024-07-30 01:35:28
8.985,4.449,2024-07-30 01:35:29
9.058,4.417,2024-07-30 01:35:29
9.297,4.451,2024-07-30 01:35:30
9.212,4.450,2024-07-30 01:35:30
-10.000,4.457,2024-07-30 01:35:31
-10.000,4.456,2024-07-30 01:35:31
-10.000,4.457,2024-07-30 01:35:32
-10.000,4.457,2024-07-30 01:46:52
-10.000,4.457,2024-07-30 01:46:52
-10.000,4.457,2024-07-30 01:46:53
-10.000,4.457,2024-07-30 01:46:53
-10.000,4.457,2024-07-30 01:46:54
-10.000,4.457,2024-07-30 01:46:54
9.107,4.451,2024-07-30 01:46:55
9.452,4.451,2024-07-30 01:46:55
-10.000,4.457,2024-07-30 01:46:56
-10.000,4.456,2024-07-30 01:46:56
-10.000,4.456,2024-07-30 01:46:57
9.524,4.451,2024-07-30 01:46:57
9.178,4.452,2024-07-30 01:46:58
9.410,4.451,2024-07-30 01:46:58
-10.000,4.457,2024-07-30 01:46:59
-10.000,4.457,2024-07-30 01:46:59
-10.000,4.457,2024-07-30 01:47:00
-10.000,4.456,2024-07-30 01:47:00
9.262,4.451,2024-07-30 01:47:01
-10.000,4.456,2024-07-30 01:58:21
-10.000,4.455,2024-07-30 01:58:22
-9.741,4.455,2024-07-30 01:58:22
7.626,4.454,2024-07-30 01:58:23
6.787,4.454,2024-07-30 01:58:23
6.033,4.455,2024-07-30 01:58:24
4.933,4.297,2024-07-30 01:58:24
-5.320,4.111,2024-07-30 01:58:25
-4.403,4.069,2024-07-30 01:58:25
-3.263,4.099,2024-07-30 01:58:26
0.509,4.262,2024-07-30 01:58:26
-7.350,4.327,2024-07-30 01:58:27
-8.061,4.345,2024-07-30 01:58:27
7.256,4.245,2024-07-30 01:58:28
7.833,4.400,2024-07-30 01:58:28
8.113,4.437,2024-07-30 01:58:29
8.817,4.439,2024-07-30 01:58:29
-10.000,4.457,2024-07-30 01:58:30
-10.000,4.456,2024-07-30 01:58:30
-8.308,4.327,2024-07-30 02:09:51
-8.495,4.425,2024-07-30 02:09:51
-8.649,4.447,2024-07-30 02:09:52
-8.709,4.458,2024-07-30 02:09:52
-8.887,4.437,2024-07-30 02:09:53
7.525,4.291,2024-07-30 02:09:53
7.293,4.442,2024-07-30 02:09:54
7.546,4.382,2024-07-30 02:09:54
7.467,4.413,2024-07-30 02:09:55
-9.165,4.394,2024-07-30 02:09:55
-9.082,4.456,2024-07-30 02:09:56
-9.062,4.430,2024-07-30 02:09:56
-9.055,4.367,2024-07-30 02:09:57
7.205,4.446,2024-07-30 02:09:57
7.245,4.439,2024-07-30 02:09:58
7.130,4.232,2024-07-30 02:09:58
7.007,4.416,2024-07-30 02:09:59
7.238,4.181,2024-07-30 02:09:59
-8.741,4.399,2024-07-30 02:10:00
-8.708,4.357,2024-07-30 02:10:00
8.972,4.451,2024-07-30 02:21:21
9.258,4.451,2024-07-30 02:21:22
9.141,4.450,2024-07-30 02:21:22
-10.000,4.457,2024-07-30 02:21:23
-10.000,4.457,2024-07-30 02:21:23
-10.000,4.457,2024-07-30 02:21:24
-10.000,4.457,2024-07-30 02:21:24
-10.000,4.458,2024-07-30 02:21:25
9.032,4.451,2024-07-30 02:21:25
9.143,4.452,2024-07-30 02:21:26
9.545,4.451,2024-07-30 02:21:26
-10.000,4.456,2024-07-30 02:21:27
-10.000,4.457,2024-07-30 02:21:27
-10.000,4.456,2024-07-30 02:21:28
-10.000,4.457,2024-07-30 02:21:28
9.202,4.451,2024-07-30 02:21:29
9.279,4.451,2024-07-30 02:21:29
9.282,4.451,2024-07-30 02:21:30
-10.000,4.456,2024-07-30 02:21:30
-9.886,4.451,2024-07-30 02:32:51
-9.769,4.430,2024-07-30 02:32:52
-9.693,4.448,2024-07-30 02:32:52
-9.679,4.444,2024-07-30 02:32:53
-9.589,4.451,2024-07-30 02:32:53
7.875,4.435,2024-07-30 02:32:54
7.805,4.445,2024-07-30 02:32:54
7.806,4.415,2024-07-30 02:32:55
-9.528,4.445,2024-07-30 02:32:55
-9.458,4.454,2024-07-30 02:32:56
-9.535,4.450,2024-07-30 02:32:56
-9.488,4.439,2024-07-30 02:32:57
7.850,4.416,2024-07-30 02:32:57
7.704,4.438,2024-07-30 02:32:58
7.720,4.381,2024-07-30 02:32:58
7.670,4.425,2024-07-30 02:32:59
-9.229,4.380,2024-07-30 02:32:59
-9.137,4.449,2024-07-30 02:33:00
-9.153,4.380,2024-07-30 02:33:00
-9.010,4.454,2024-07-30 02:44:21
-8.746,4.454,2024-07-30 02:44:21
-8.579,4.456,2024-07-30 02:44:22
6.803,4.455,2024-07-30 02:44:22
6.722,4.454,2024-07-30 02:44:23
6.628,4.454,2024-07-30 02:44:23
6.654,4.454,2024-07-30 02:44:24
-8.173,4.453,2024-07-30 02:44:24
-8.213,4.454,2024-07-30 02:44:25
-8.230,4.454,2024-07-30 02:44:25
-8.318,4.454,2024-07-30 02:44:26
-8.380,4.454,2024-07-30 02:44:26
6.903,4.454,2024-07-30 02:44:27
7.069,4.454,2024-07-30 02:44:27
7.152,4.453,2024-07-30 02:44:28
-8.977,4.454,2024-07-30 02:44:28
-9.123,4.454,2024-07-30 02:44:29
-9.287,4.455,2024-07-30 02:44:29
-9.523,4.455,2024-07-30 02:44:30
8.092,4.426,2024-07-30 02:55:50
8.458,4.441,2024-07-30 02:55:51
8.927,4.450,2024-07-30 02:55:51
-10.000,4.457,2024-07-30 02:55:52
-10.000,4.456,2024-07-30 02:55:52
-10.000,4.457,2024-07-30 02:55:53
9.251,4.451,2024-07-30 02:55:53
9.523,4.451,2024-07-30 02:55:54
9.204,4.451,2024-07-30 02:55:54
9.282,4.452,2024-07-30 02:55:55
-10.000,4.457,2024-07-30 02:55:55
-10.000,4.457,2024-07-30 02:55:56
-10.000,4.456,2024-07-30 02:55:56
9.257,4.452,2024-07-30 02:55:57
9.404,4.452,2024-07-30 02:55:57
9.232,4.452,2024-07-30 02:55:58
9.192,4.452,2024-07-30 02:55:58
-10.000,4.456,2024-07-30 02:55:59
-10.000,4.456,2024-07-30 02:55:59
-9.657,4.455,2024-07-30 03:07:20
-9.525,4.455,2024-07-30 03:07:21
-9.373,4.455,2024-07-30 03:07:21
-9.227,4.454,2024-07-30 03:07:22
7.561,4.454,2024-07-30 03:07:22
7.436,4.454,2024-07-30 03:07:23
7.425,4.454,2024-07-30 03:07:23
-8.932,4.455,2024-07-30 03:07:24
-8.873,4.454,2024-07-30 03:07:24
-8.945,4.455,2024-07-30 03:07:25
7.418,4.454,2024-07-30 03:07:25
7.556,4.453,2024-07-30 03:07:26
7.528,4.454,2024-07-30 03:07:26
7.644,4.454,2024-07-30 03:07:27
7.729,4.453,2024-07-30 03:07:27
-9.411,4.455,2024-07-30 03:07:28
-9.553,4.455,2024-07-30 03:07:28
-9.680,4.454,2024-07-30 03:07:29
8.103,4.453,2024-07-30 03:07:29
8.530,4.453,2024-07-30 03:18:50
8.899,4.452,2024-07-30 03:18:50
8.867,4.452,2024-07-30 03:18:51
-10.000,4.456,2024-07-30 03:18:51
-10.000,4.456,2024-07-30 03:18:52
-10.000,4.456,2024-07-30 03:18:52
-10.000,4.456,2024-07-30 03:18:53
-10.000,4.457,2024-07-30 03:18:53
9.057,4.447,2024-07-30 03:18:54
8.919,4.450,2024-07-30 03:18:54
8.600,4.428,2024-07-30 03:18:55
8.146,4.408,2024-07-30 03:18:55
-9.532,4.424,2024-07-30 03:18:56
-9.299,4.455,2024-07-30 03:18:56
-9.099,4.384,2024-07-30 03:18:57
-8.813,4.435,2024-07-30 03:18:57
6.973,4.432,2024-07-30 03:18:58
6.848,4.191,2024-07-30 03:18:58
6.589,4.280,2024-07-30 03:18:59
-10.000,4.456,2024-07-30 03:30:19
-10.000,4.455,2024-07-30 03:30:20
-10.000,4.456,2024-07-30 03:30:20
-10.000,4.455,2024-07-30 03:30:21
-9.891,4.455,2024-07-30 03:30:21
7.848,4.454,2024-07-30 03:30:22
7.465,4.454,2024-07-30 03:30:22
-8.607,4.454,2024-07-30 03:30:23
-8.242,4.454,2024-07-30 03:30:23
-7.709,4.454,2024-07-30 03:30:24
5.724,4.455,2024-07-30 03:30:24
5.067,4.263,2024-07-30 03:30:25
4.601,4.374,2024-07-30 03:30:25
4.112,4.323,2024-07-30 03:30:26
-5.085,4.240,2024-07-30 03:30:26
-4.775,4.050,2024-07-30 03:30:27
-4.472,4.304,2024-07-30 03:30:27
2.643,4.417,2024-07-30 03:30:28
2.201,4.328,2024-07-30 03:30:28
-10.000,4.457,2024-07-30 03:41:49
-10.000,4.455,2024-07-30 03:41:50
-10.000,4.458,2024-07-30 03:41:50
9.062,4.451,2024-07-30 03:41:51
8.756,4.432,2024-07-30 03:41:51
8.385,4.422,2024-07-30 03:41:52
7.943,4.443,2024-07-30 03:41:52
-9.531,4.410,2024-07-30 03:41:53
-9.133,4.391,2024-07-30 03:41:53
-8.883,4.445,2024-07-30 03:41:54
-8.716,4.403,2024-07-30 03:41:54
-8.356,4.453,2024-07-30 03:41:55
6.535,4.328,2024-07-30 03:41:55
6.099,4.257,2024-07-30 03:41:56
5.798,4.181,2024-07-30 03:41:56
5.513,4.120,2024-07-30 03:41:57
-0.403,4.294,2024-07-30 03:41:57
0.382,4.270,2024-07-30 03:41:58
1.009,4.271,2024-07-30 03:41:58
9.117,4.452,2024-07-30 03:53:19
9.167,4.451,2024-07-30 03:53:20
9.200,4.451,2024-07-30 03:53:20
9.146,4.450,2024-07-30 03:53:21
-10.000,4.457,2024-07-30 03:53:21
-10.000,4.457,2024-07-30 03:53:22
-10.000,4.456,2024-07-30 03:53:22
-10.000,4.457,2024-07-30 03:53:23
-10.000,4.457,2024-07-30 03:53:23
9.222,4.452,2024-07-30 03:53:24
9.208,4.452,2024-07-30 03:53:24
9.479,4.452,2024-07-30 03:53:25
-10.000,4.456,2024-07-30 03:53:25
-10.000,4.457,2024-07-30 03:53:26
-10.000,4.456,2024-07-30 03:53:26
9.212,4.452,2024-07-30 03:53:27
9.308,4.452,2024-07-30 03:53:27
9.358,4.452,2024-07-30 03:53:28
9.294,4.452,2024-07-30 03:53:28
6.874,4.455,2024-07-30 04:04:48
7.037,4.454,2024-07-30 04:04:49
7.173,4.454,2024-07-30 04:04:49
7.286,4.454,2024-07-30 04:04:50
7.400,4.454,2024-07-30 04:04:50
7.543,4.454,2024-07-30 04:04:51
-9.252,4.455,2024-07-30 04:04:51
-9.316,4.454,2024-07-30 04:04:52
-9.380,4.455,2024-07-30 04:04:52
7.965,4.453,2024-07-30 04:04:53
8.012,4.454,2024-07-30 04:04:53
8.073,4.453,2024-07-30 04:04:54
-9.747,4.455,2024-07-30 04:04:54
-9.778,4.456,2024-07-30 04:04:55
-9.894,4.455,2024-07-30 04:04:55
8.395,4.453,2024-07-30 04:04:56
8.435,4.453,2024-07-30 04:04:56
8.531,4.453,2024-07-30 04:04:57
-10.000,4.456,2024-07-30 04:04:57
-10.000,4.456,2024-07-30 04:16:18
-10.000,4.456,2024-07-30 04:16:18
-10.000,4.456,2024-07-30 04:16:19
-10.000,4.456,2024-07-30 04:16:19
-10.000,4.455,2024-07-30 04:16:20
8.321,4.453,2024-07-30 04:16:20
7.875,4.453,2024-07-30 04:16:21
7.383,4.454,2024-07-30 04:16:21
6.724,4.454,2024-07-30 04:16:22
-7.820,4.453,2024-07-30 04:16:22
-7.293,4.451,2024-07-30 04:16:23
-6.624,4.290,2024-07-30 04:16:23
3.951,4.345,2024-07-30 04:16:24
3.349,4.230,2024-07-30 04:16:24
2.738,4.412,2024-07-30 04:16:25
1.875,4.274,2024-07-30 04:16:25
-2.282,4.334,2024-07-30 04:16:26
-1.166,4.149,2024-07-30 04:16:26
5.795,4.207,2024-07-30 04:16:27
8.400,4.437,2024-07-30 04:27:47
7.985,4.433,2024-07-30 04:27:47
-9.638,4.440,2024-07-30 04:27:48
-9.447,4.444,2024-07-30 04:27:48
-9.366,4.456,2024-07-30 04:27:49
7.424,4.442,2024-07-30 04:27:49
7.445,4.252,2024-07-30 04:27:50
7.002,4.378,2024-07-30 04:27:50
6.982,4.384,2024-07-30 04:27:51
-8.357,4.362,2024-07-30 04:27:51
-8.224,4.318,2024-07-30 04:27:52
6.369,4.320,2024-07-30 04:27:52
6.303,4.177,2024-07-30 04:27:53
5.953,4.151,2024-07-30 04:27:53
-7.488,4.248,2024-07-30 04:27:54
-6.935,4.258,2024-07-30 04:27:55
-0.467,4.196,2024-07-30 04:27:55
0.248,4.367,2024-07-30 04:27:56
-2.162,4.307,2024-07-30 04:27:56
5.858,4.454,2024-07-30 04:39:16
6.191,4.455,2024-07-30 04:39:17
6.380,4.455,2024-07-30 04:39:17
6.647,4.453,2024-07-30 04:39:18
-8.503,4.454,2024-07-30 04:39:18
-8.801,4.454,2024-07-30 04:39:19
-9.172,4.455,2024-07-30 04:39:19
7.828,4.454,2024-07-30 04:39:20
8.156,4.453,2024-07-30 04:39:20
8.416,4.453,2024-07-30 04:39:21
-10.000,4.455,2024-07-30 04:39:21
-10.000,4.455,2024-07-30 04:39:22
-10.000,4.455,2024-07-30 04:39:22
9.303,4.452,2024-07-30 04:39:23
9.333,4.451,2024-07-30 04:39:23
9.228,4.452,2024-07-30 04:39:24
9.424,4.451,2024-07-30 04:39:24
-10.000,4.457,2024-07-30 04:39:25
-10.000,4.457,2024-07-30 04:39:25
-7.723,4.453,2024-07-30 04:50:46
-8.322,4.454,2024-07-30 04:50:47
-9.034,4.454,2024-07-30 04:50:47
-9.586,4.455,2024-07-30 04:50:48
8.382,4.453,2024-07-30 04:50:48
8.704,4.453,2024-07-30 04:50:49
9.113,4.452,2024-07-30 04:50:49
-10.000,4.456,2024-07-30 04:50:50
-10.000,4.456,2024-07-30 04:50:50
-10.000,4.456,2024-07-30 04:50:51
-10.000,4.456,2024-07-30 04:50:51
9.270,4.452,2024-07-30 04:50:52
9.376,4.452,2024-07-30 04:50:52
9.451,4.451,2024-07-30 04:50:53
9.458,4.452,2024-07-30 04:50:53
-10.000,4.457,2024-07-30 04:50:54
-10.000,4.457,2024-07-30 04:50:54
-10.000,4.457,2024-07-30 04:50:55
-10.000,4.456,2024-07-30 04:50:55
-10.000,4.457,2024-07-30 04:50:56
7.290,4.454,2024-07-30 05:02:16
7.132,4.454,2024-07-30 05:02:17
-8.534,4.454,2024-07-30 05:02:17
-8.330,4.454,2024-07-30 05:02:18
-8.168,4.454,2024-07-30 05:02:18
-8.071,4.454,2024-07-30 05:02:19
-7.791,4.454,2024-07-30 05:02:19
6.034,4.455,2024-07-30 05:02:20
5.819,4.455,2024-07-30 05:02:20
5.527,4.455,2024-07-30 05:02:21
5.156,4.352,2024-07-30 05:02:21
-6.907,4.256,2024-07-30 05:02:22
-6.679,4.216,2024-07-30 05:02:22
-6.428,4.066,2024-07-30 05:02:23
4.475,4.249,2024-07-30 05:02:23
4.220,4.305,2024-07-30 05:02:24
3.884,4.384,2024-07-30 05:02:24
3.661,4.264,2024-07-30 05:02:25
-4.790,4.123,2024-07-30 05:02:25
-10.000,4.458,2024-07-30 05:13:46
-10.000,4.457,2024-07-30 05:13:47
-10.000,4.458,2024-07-30 05:13:47
8.963,4.450,2024-07-30 05:13:48
9.028,4.450,2024-07-30 05:13:48
9.145,4.450,2024-07-30 05:13:49
9.051,4.451,2024-07-30 05:13:49
-10.000,4.456,2024-07-30 05:13:50
-10.000,4.456,2024-07-30 05:13:50
-10.000,4.458,2024-07-30 05:13:51
9.098,4.439,2024-07-30 05:13:51
9.123,4.450,2024-07-30 05:13:52
9.076,4.443,2024-07-30 05:13:52
9.154,4.451,2024-07-30 05:13:53
8.951,4.442,2024-07-30 05:13:53
-10.000,4.455,2024-07-30 05:13:54
-10.000,4.454,2024-07-30 05:13:54
-10.000,4.438,2024-07-30 05:13:55
-10.000,4.452,2024-07-30 05:13:55
-5.375,4.147,2024-07-30 05:25:15
-6.371,4.266,2024-07-30 05:25:16
-6.942,4.173,2024-07-30 05:25:16
5.416,4.456,2024-07-30 05:25:17
6.062,4.454,2024-07-30 05:25:17
6.456,4.454,2024-07-30 05:25:18
6.947,4.454,2024-07-30 05:25:18
-9.065,4.454,2024-07-30 05:25:19
-9.479,4.455,2024-07-30 05:25:19
-9.929,4.454,2024-07-30 05:25:20
8.762,4.453,2024-07-30 05:25:20
8.831,4.452,2024-07-30 05:25:21
9.328,4.452,2024-07-30 05:25:21
9.453,4.452,2024-07-30 05:25:22
9.361,4.451,2024-07-30 05:25:22
-10.000,4.457,2024-07-30 05:25:23
-10.000,4.457,2024-07-30 05:25:23
-10.000,4.455,2024-07-30 05:25:24
8.206,4.424,2024-07-30 05:25:24
-10.000,4.456,2024-07-30 05:36:45
-10.000,4.456,2024-07-30 05:36:45
-10.000,4.456,2024-07-30 05:36:46
9.419,4.452,2024-07-30 05:36:46
9.194,4.452,2024-07-30 05:36:47
9.276,4.451,2024-07-30 05:36:47
9.369,4.452,2024-07-30 05:36:48
9.313,4.451,2024-07-30 05:36:48
-10.000,4.457,2024-07-30 05:36:49
-10.000,4.456,2024-07-30 05:36:49
-10.000,4.457,2024-07-30 05:36:50
9.380,4.451,2024-07-30 05:36:50
9.036,4.451,2024-07-30 05:36:51
9.403,4.451,2024-07-30 05:36:51
9.156,4.450,2024-07-30 05:36:52
-10.000,4.457,2024-07-30 05:36:52
-10.000,4.457,2024-07-30 05:36:53
-10.000,4.457,2024-07-30 05:36:53
-9.910,4.440,2024-07-30 05:36:54
-1.450,4.165,2024-07-30 05:48:14
-1.217,4.089,2024-07-30 05:48:15
-0.933,4.159,2024-07-30 05:48:15
-1.295,4.300,2024-07-30 05:48:16
-7.149,4.306,2024-07-30 05:48:16
-7.392,4.308,2024-07-30 05:48:17
5.818,4.155,2024-07-30 05:48:17
5.854,4.231,2024-07-30 05:48:18
6.249,4.245,2024-07-30 05:48:18
6.483,4.206,2024-07-30 05:48:19
-8.263,4.410,2024-07-30 05:48:19
-8.518,4.446,2024-07-30 05:48:20
-8.744,4.311,2024-07-30 05:48:20
7.176,4.337,2024-07-30 05:48:21
7.175,4.412,2024-07-30 05:48:21
7.486,4.400,2024-07-30 05:48:22
7.610,4.420,2024-07-30 05:48:22
7.816,4.378,2024-07-30 05:48:23
-9.471,4.395,2024-07-30 05:48:23
-9.649,4.449,2024-07-30 05:59:43
-9.837,4.449,2024-07-30 05:59:44
8.590,4.421,2024-07-30 05:59:44
8.874,4.448,2024-07-30 05:59:45
8.979,4.449,2024-07-30 05:59:46
-10.000,4.457,2024-07-30 05:59:46
-10.000,4.456,2024-07-30 05:59:47
-10.000,4.457,2024-07-30 05:59:47
-10.000,4.456,2024-07-30 05:59:48
9.397,4.451,2024-07-30 05:59:48
9.206,4.451,2024-07-30 05:59:49
9.276,4.452,2024-07-30 05:59:49
9.017,4.452,2024-07-30 05:59:50
8.558,4.453,2024-07-30 05:59:50
7.999,4.454,2024-07-30 05:59:51
-8.731,4.454,2024-07-30 05:59:51
-7.842,4.454,2024-07-30 05:59:52
5.138,4.389,2024-07-30 05:59:52
3.925,4.302,2024-07-30 05:59:53
2.341,4.288,2024-07-30 06:11:13
2.894,4.269,2024-07-30 06:11:13
3.277,4.178,2024-07-30 06:11:14
3.810,4.404,2024-07-30 06:11:14
-6.366,4.097,2024-07-30 06:11:15
-7.128,4.237,2024-07-30 06:11:15
-7.550,4.453,2024-07-30 06:11:16
-8.258,4.454,2024-07-30 06:11:16
7.454,4.454,2024-07-30 06:11:17
8.132,4.453,2024-07-30 06:11:17
8.666,4.453,2024-07-30 06:11:18
-10.000,4.455,2024-07-30 06:11:18
-10.000,4.456,2024-07-30 06:11:19
-10.000,4.456,2024-07-30 06:11:19
-10.000,4.457,2024-07-30 06:11:20
-10.000,4.457,2024-07-30 06:11:20
8.985,4.449,2024-07-30 06:11:21
8.457,4.420,2024-07-30 06:11:21
7.825,4.436,2024-07-30 06:11:22
-10.000,4.457,2024-07-30 06:22:42
-10.000,4.456,2024-07-30 06:22:43
-10.000,4.456,2024-07-30 06:22:43
-10.000,4.456,2024-07-30 06:22:44
9.052,4.452,2024-07-30 06:22:44
9.166,4.453,2024-07-30 06:22:45
-10.000,4.455,2024-07-30 06:22:45
-10.000,4.454,2024-07-30 06:22:46
-9.962,4.455,2024-07-30 06:22:46
-9.670,4.455,2024-07-30 06:22:47
-9.358,4.455,2024-07-30 06:22:47
7.431,4.453,2024-07-30 06:22:48
7.016,4.453,2024-07-30 06:22:48
6.548,4.454,2024-07-30 06:22:49
-7.681,4.455,2024-07-30 06:22:49
-7.312,4.452,2024-07-30 06:22:50
4.889,4.408,2024-07-30 06:22:50
4.357,4.355,2024-07-30 06:22:51
3.727,4.230,2024-07-30 06:22:51
